image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;CRjpeg;CRgif;FC;SE;NPO;MIGh;MIGs;MIGv;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
401;Kimchi (spreaded);Asian;Complex;Transformed;Savory;;Food;61.29.00;125.00.00;92.19.00;11.23;50.16.00;161.48.00;70.25.00;0.11;54.59.00;17.00;13.32;23.00;32.47.00;7.02;12.42;18.23;83.57.00;2598;222.49.00;105.17.00;47.59.00;13.24;40.12.00;25.05.00;36.34.00;26.01.00;31.36.00;23.21;52.56.00;22.32;44.13.00;27.35.00;39.38.00;27.18.00;31.12.00;23.15;61.09.00;23.24;46.56.00;23.42;42.09.00;22.11;36.28.00;17.02;62;23.11;31.18.00;26.03.00;24.14.00;23.12;25.09.00;25.33.00;44.24.00;24.38.00
402;steamed egg custard (egg tofu);Asian;1;Transformed;Savory;;Food;14.54;54.40.00;140.59.00;3.08;70.31.00;165.25.00;75.38.00;0.12;34.54.00;12.36;7.48;115.44.00;26.40.00;7.09;1.45;6.37;18.38;453;58.03.00;71.12.00;61.37.00;33.52.00;47.59.00;24.5;52.24.00;23.32;51.09.00;28.29.00;40.14.00;19.7;38.14.00;24.14.00;38.38.00;24.42.00;38.49.00;26.51.00;36.29.00;22.08;29.09.00;19.8;25.52.00;14.17;26.31.00;20.17;35.58.00;23.34;34.27.00;28.17.00;39.59.00;29.55.00;30.03.00;29.9;33.27.00;25.08.00
403;steamed egg custard (egg tofu);Asian;2;Transformed;Savory;;Food;30.42.00;69.21.00;143.04.00;3.09;70.35.00;165.24.00;73.01.00;0.12;35.39.00;12.46;8.20;119.58.00;23.03;7.26;2.44;6.12;21.23;605;65.19.00;71.51.00;61.52.00;32.57.00;47.13.00;22.05;50.17.00;27.36.00;47.34.00;18.15;43.16.00;20.15;39.07.00;23.26;41.5;29.4;35.11.00;19.49;41.01.00;17.53;31.39.00;22.08;22.42;16.18;26.51.00;21.37;45.09.00;22.51;35.28.00;26.09.00;37.03.00;31.02.00;32.34.00;24.27.00;37.31.00;23.23
404;summer roll ( spring roll);Asian;6;Transformed;Savory;;Food;40.29.00;119.02.00;103.48.00;9.45;58.21.00;163.08.00;64.02.00;0.11;49.19.00;14.03;9.16;19.30;52.47.00;7.57;10.31;13.31;64.56.00;3331;180.15.00;69.23.00;57.40.00;39.37.00;63.31.00;23.47;57.28.00;28.19.00;64.26.00;23.28;68.48.00;17.24;57.19.00;26.01.00;49.38.00;29.09.00;60.44.00;24.22.00;60.45.00;22.16;75.38.00;18.14;76.06.00;20.27;75.05.00;17.39;75.05.00;18.06;55.34.00;31.15.00;44.18.00;33.5;54.5;30.6;68.19.00;24.5
405;summer roll ( spring roll);Asian;6;Transformed;Savory;;Food;38.40.00;129.05.00;136.32.00;8.46;59.17.00;163.21.00;59.55.00;0.11;48.29.00;14.56;10.52;13.55;54.10.00;8.46;9.47;14.02;63.17.00;3231;72.59.00;69.02.00;57.37.00;40.01.00;63.29.00;27.14.00;59.07.00;29.25.00;66.41.00;25.24.00;65.34.00;24.49.00;50.12.00;27.37.00;49.13.00;29.06.00;45.38.00;28.24.00;56.34.00;23.14;76.27.00;18.29;84.29.00;11.26;71.21.00;20.09;70.38.00;20.13;51.5;31.05.00;45.36.00;34.19.00;52.59.00;29.26.00;59.37.00;26.53.00
406;summer roll ( spring roll);Asian;6;Transformed;Savory;;Food;42.09.00;140.00.00;217.12.00;8.42;58.24.00;163.17.00;62.24.00;0.11;49.51.00;15.11;11.18;14.53;51.23.00;8.58;10.09;14.59;63.29.00;3082;138.08.00;68.30.00;57.50.00;40.20.00;65;24.01.00;63.1;26.07.00;68.58.00;23.1;63.07.00;24.08.00;51.3;28.33.00;49.35.00;31.19.00;52.19.00;31.3;52.58.00;21.27;77.04.00;18.38;76.27.00;21.28;82.27.00;17.43;71.33.00;16.03;52.7;32.34.00;50.23.00;34.11.00;53.45.00;35.27.00;54.15.00;28.06.00
407;Buckwheat noodles;Asian;Complex;Transformed;Savory;;Food;22.08;129.13.00;85.01.00;7.43;55.00.00;163.46.00;62.07.00;0.13;45.29.00;14.50;8.48;159.29.00;37.30.00;8.44;8.49;13.04;48.05.00;1188;133.44.00;76.50.00;53.16.00;36.34.00;49.33.00;23.53;43;23.29;53.16.00;23.33;50;24.36.00;38.08.00;23.47;30.09.00;22.31;42.7;25.12.00;40.34.00;22.01;53.01.00;23.09;52.03.00;19.23;40.57.00;20.39;68;20.3;45.54.00;28.06.00;38.47.00;28.29.00;46.13.00;29.38.00;53.01.00;25.05.00
408;Buckwheat noodles with tempura batter;Asian;Complex;Transformed;Savory;;Food;20.24;134.43.00;78.57.00;7.39;56.11.00;163.49.00;61.55.00;0.13;45.43.00;14.57;8.15;161.28.00;40.17.00;8.19;9.02;13.12;48.46.00;1591;181.00.00;77.02.00;56.10.00;33.28.00;46.04.00;23.22;35.07.00;22.5;45.35.00;22.31;58.06.00;19.39;38.22.00;23.13;27.27.00;19.57;36.56.00;22.19;49.25.00;22.34;51.01.00;19.43;48.27.00;22.15;44.28.00;16.24;60.53.00;18.03;38.2;29.01.00;20.23;20.48;36.15.00;25.31.00;58.31.00;27.03.00
409;Deep-fried squid (gathered);Asian;Complex;Transformed;Savory;;Food;31.47.00;89.54.00;149.11.00;7.05;58.20.00;163.42.00;67.56.00;0.11;46.18.00;14.40;10.17;152.42.00;46.57.00;6.28;8.46;11.24;52.43.00;1634;160.29.00;97.17.00;55.40.00;13.43;42.03.00;25.36.00;33.29.00;27.38.00;39.57.00;20.59;53.29.00;24.05.00;39.19.00;26.39.00;31.06.00;29.12.00;36.33.00;22.08;50.51.00;22.59;31.07.00;24.38.00;32.14.00;28.37.00;26.43.00;18.04;33.23.00;24.34.00;38.6;30.07.00;25.43.00;29.19.00;37.5;27.32.00;53.11.00;27.11.00
410;Deep-fried squid (spreaded);Asian;Complex;Transformed;Savory;;Food;35.37.00;134.25.00;69.15.00;8.24;55.55.00;163.18.00;64.39.00;0.11;50.25.00;15.52;13.14;13.34;48.53.00;7.18;11.14;13.06;60.12.00;1591;179.14.00;95.28.00;55.23.00;15.49;38.51.00;24.34.00;31.29.00;28.18.00;43.38.00;22.06;39.37.00;23.31;37.02.00;25.49.00;28.11.00;28.17.00;38.19.00;24;43.28.00;23.44;25.11.00;19.04;21.04;16.29;24.24.00;21.34;30.16.00;17.38;34.2;30.24.00;22.54;29.25.00;35.4;30.22.00;43.21.00;27.9
411;Sushi-1;Asian;Complex;Transformed;Savory;;Food;47.27.00;146.37.00;175.48.00;9.16;58.56.00;163.14.00;65.37.00;0.11;51.02.00;14.41;11.54;20.37;49.43.00;8.46;11.48;15.15;64.07.00;3837;44.39.00;74.08.00;56.12.00;36.20.00;66.24.00;27.27.00;58;30.38.00;66.25.00;25.32.00;74.39.00;24.47.00;58.57.00;31.25.00;47.47.00;33.34.00;56.15.00;29.18.00;73.09.00;24.46.00;67.12.00;19.54;72.22.00;19.07;65.52.00;18.14;63.15.00;21.15;58.04.00;34.22.00;47.08.00;36.06.00;54.09.00;33.02.00;72.7;27.42.00
412;Sushi-2;Asian;Complex;Transformed;Savory;;Food;48.14.00;164.23.00;174.26.00;9.14;57.55.00;163.11.00;75.56.00;0.12;50.40.00;15.30;12.02;27.33.00;50.17.00;8.29;11.50;14.10;60.50.00;3872;128.46.00;72.49.00;56.41.00;37.10.00;58.42.00;32.06.00;47.16.00;35.03.00;61.32.00;31.09.00;68.24.00;24.46.00;53.03.00;32.33.00;43.14.00;35.27.00;51.24.00;33.53.00;66.58.00;23.22;66.25.00;20.19;76.02.00;19.24;62.59.00;19.22;60.25.00;18.37;49.27.00;38.22.00;33.22.00;38.12.00;47.16.00;38.36.00;70.04.00;28.6
413;Sushi-3;Asian;Complex;Transformed;Savory;;Food;52.05.00;130.46.00;151.57.00;9.24;57.55.00;163.01.00;64.57.00;0.11;50.58.00;13.34;11.51;17.46;50.00.00;7.42;12.14;14.27;66.37.00;4010;157.12.00;75.37.00;54.24.00;36.39.00;66.16.00;29.24.00;56.59.00;34.7;65.44.00;30.38.00;76.5;17.5;60.25.00;30.25.00;49.33.00;34.34.00;60.09.00;31.38.00;71.03.00;20.12;69.14.00;20.24;76.37.00;22.52;70.27.00;20.28;60.07.00;15.28;55.14.00;38.01.00;35.34.00;39.16.00;53;38.57.00;77.5;19.22
414;Boiled wipe and Bamboo shoot (gathered);Asian;Complex;Transformed;Savory;;Food;35.04.00;91.49.00;133.12.00;5.59;61.12.00;164.19.00;68.06.00;0.11;43.53.00;13.44;9.35;162.14.00;43.37.00;6.06;7.50;12.02;42.33.00;1459;95.04.00;76.29.00;63.23.00;26.47.00;33.03.00;23.47;27.51.00;22.17;28.48.00;22.12;47.01.00;22.11;27.06.00;21.44;22.24;20.01;22.9;17.26;39.11.00;24.3;63.41.00;26.37.00;64.18.00;25.55.00;54.24.00;30.17.00;72.32.00;18.51;29.15.00;23.24;22.24;21.28;26.38.00;19.57;42.32.00;25.23.00
415;Boiled wipe and Bamboo shoot (gathered);Asian;Complex;Transformed;Savory;;Food;27.37.00;64.23.00;92.30.00;5.09;63.05.00;164.34.00;64.51.00;0.11;42.26.00;12.46;9.22;142.23.00;44.27.00;7.08;7.21;9.38;39.52.00;1255;71.26.00;76.15.00;64.46.00;25.39.00;27.29.00;22.34;25.44.00;24.54.00;26.35.00;22.15;30.12.00;22.07;23.7;20.43;19.08;19.22;22.41;20.3;28.5;21;65.08.00;24.3;66.36.00;24.5;61.29.00;25.22.00;68.25.00;23.26;22.18;22.29;14.56;19.09;17.57;20.09;32.08.00;23.07
416;Boiled wipe and Bamboo shoot (spreaded);Asian;Complex;Transformed;Savory;;Food;40.34.00;120.10.00;164.35.00;7.25;58.13.00;163.49.00;73.25.00;0.11;48.18.00;15.34;12.04;30.09.00;44.43.00;8.53;10.15;15.43;57.45.00;1386;168.17.00;75.27.00;64.35.00;26.38.00;29.03.00;25.15.00;26.06.00;25.28.00;31.06.00;27.13.00;30.33.00;22.4;27.57.00;23.35;19.18;18.33;28.8;25.13.00;36.41.00;24.31.00;67;24.01.00;68.19.00;29.03.00;62;24.35.00;72.07.00;13.4;28.44.00;27.13.00;20.16;21.05;30.54.00;30.31.00;35.52.00;27.14.00
417;Bean paste rice cake wrapped in an oak leaf;Asian;2;Transformed;Sweet;;Food;18.38;70.56.00;145.27.00;5.01;65.07.00;164.36.00;61.03.00;0.12;40.57.00;12.45;8.02;126.41.00;30.50.00;5.23;5.14;9.53;31.34.00;657;140.03.00;63.13.00;64.12.00;39.15.00;54.57.00;26.04.00;38.01.00;28.15.00;55.33.00;22.29;69;19.05;45.01.00;26.31.00;34.08.00;25.28.00;46.15.00;24.18.00;54.39.00;25.56.00;55.44.00;22.39;56.5;24.22.00;58.08.00;19.05;51.42.00;23.2;41.02.00;29.28.00;24.29.00;28.17.00;39.07.00;25.47.00;59.23.00;24.33.00
418;Bean paste rice cake wrapped in an oak leaf, cut;Asian;3;Transformed;Sweet;;Food;13.53;65.13.00;214.49.00;4.38;65.36.00;164.43.00;62.36.00;0.12;39.59.00;12.21;6.19;122.21.00;35.17.00;5.47;4.31;10.34;30.34.00;856;53.09.00;63.59.00;60.20.00;42.21.00;50.05.00;28.38.00;42.24.00;28.33.00;40.56.00;26.14.00;66.42.00;22.6;44.32.00;29.25.00;36.18.00;27.57.00;35.11.00;28.22.00;61.29.00;24.09.00;49.37.00;22.09;53.37.00;26.34.00;46.33.00;17.31;48.06.00;21.22;38.8;30.18.00;29.24.00;26.23.00;27.15.00;27.57.00;60.35.00;24.6
419;Bean paste rice cake wrapped in an oak leaf, cut;Asian;3;Transformed;Sweet;;Food;16.31;67.53.00;149.28.00;5.05;64.39.00;164.35.00;66.38.00;0.12;40.56.00;12.28;7.10;130.23.00;35.50.00;6.09;5.27;10.05;32.52.00;885;19.13;64.14.00;62.08.00;40.18.00;46.13.00;25.24.00;32.52.00;22.24;50.31.00;26.25.00;53.26.00;22.18;39.19.00;25.11.00;27.11.00;21.17;43.53.00;29.25.00;45.14.00;19.25;46.12.00;21.02;45.58.00;24.32.00;46.06.00;22.53;46.31.00;17.1;39.24.00;31.2;25;23.7;36.44.00;31.46.00;54.43.00;31.22.00
420;Bean paste rice cake wrapped in a cherry leaf;Asian;2;Transformed;Sweet;;Food;14.21;44.47.00;177.40.00;4.01;67.40.00;165.10.00;66.37.00;0.11;38.19.00;11.43;5.53;132.34.00;36.40.00;5.49;3.00;8.43;25.44.00;974;43.59.00;72.41.00;52.36.00;41.23.00;47.08.00;29.07.00;34.48.00;27.14.00;47.14.00;28.14.00;61.5;26.49.00;42.49.00;28.26.00;32.34.00;28.28.00;42.19.00;26.13.00;55.14.00;25.8;47.31.00;21.47;49.35.00;24.39.00;45.16.00;21.31;47.11.00;20.09;36.28.00;32.17.00;19.29;21.23;30.37.00;29.17.00;64.04.00;28.1
421;Bean paste rice cake wrapped in a cherry leaf, cut;Asian;3;Transformed;Sweet;;Food;13.47;47.35.00;206.48.00;4.17;67.04.00;165.03.00;66.35.00;0.11;38.47.00;11.27;5.54;133.53.00;40.00.00;5.32;3.46;6.32;27.54.00;1052;164.26.00;73.58.00;52.07.00;40.34.00;36.38.00;27.24.00;22.53;22.19;34.06.00;24.9;51.53.00;27.44.00;35.12.00;27.27.00;25.47.00;26.06.00;32.12.00;26.22.00;48.07.00;25.34.00;41.47.00;20.05;45.17.00;26.08.00;37.37.00;15.45;43.13.00;18.14;31.08.00;30.29.00;15.5;19.43;25.19.00;28.08.00;52.33.00;30.01.00
422;Chilled Chinese noodles;Asian;Complex;Transformed;Savory;;Food;42.50.00;149.55.00;207.04.00;10.19;57.02.00;162.34.00;64.49.00;0.12;52.58.00;13.30;12.55;36.47.00;50.00.00;8.53;14.47;16.34;75.21.00;4084;131.51.00;74.35.00;61.42.00;30.23.00;51.23.00;24.22.00;53.03.00;24.28.00;50.6;23.29;50.03.00;25.25.00;46.58.00;25.29.00;46.56.00;28.33.00;45.9;25.38.00;47.25.00;21.35;60.18.00;20.09;69.28.00;15.42;57.47.00;21.59;52.03.00;20.07;41.01.00;29.11.00;40.05.00;31.34.00;38.37.00;30.16.00;45.03.00;26.35.00
423;Chilled Chinese noodles;Asian;Complex;Transformed;Savory;;Food;47.26.00;134.50.00;221.56.00;8.52;56.52.00;162.52.00;72.26.00;0.11;52.22.00;15.17;14.43;25.56.00;54.43.00;9.09;12.52;15.56;72.55.00;3522;166.03.00;76.47.00;63.27.00;26.27.00;51.3;26.08.00;53.36.00;25.34.00;59.27.00;26.18.00;41.06.00;25.03.00;43.13.00;26.8;39.04.00;26.35.00;50.45.00;28.5;41.26.00;25.07.00;61.6;22.49;69.08.00;22.12;64.34.00;20.11;50.23.00;22.08;43.09.00;28.42.00;38.17.00;29;52.48.00;26.4;39.17.00;28.25.00
424;Rice ball;Asian;3;Transformed;Savory;;Food;46.08.00;107.56.00;105.41.00;10.56;51.51.00;161.55.00;68.53.00;0.12;54.26.00;17.13;12.11;155.08.00;30.17.00;5.44;16.47;17.39;72.38.00;894;68.07.00;66.02.00;62.17.00;38.20.00;49.37.00;28.31.00;40.9;24.31.00;41.18.00;27.43.00;66.32.00;24.35.00;40.45.00;27.44.00;35.37.00;22.53;32.27.00;27.38.00;56.29.00;26.14.00;56.07.00;23.21;57.27.00;25.09.00;57.45.00;24.22.00;53.23.00;21.4;42.53.00;31.45.00;33.53.00;31.03.00;32.29.00;29.21.00;64.26.00;24.17.00
425;Rice ball;Asian;3;Transformed;Savory;;Food;47.23.00;86.11.00;184.27.00;11.06;52.00.00;162.10.00;73.22.00;0.11;52.51.00;16.50;11.06;155.38.00;30.50.00;6.38;15.36;16.04;69.54.00;796;107.15.00;65.26.00;61.05.00;40.09.00;42.08.00;30.02.00;26.09.00;25.07.00;34.34.00;29.47.00;68.37.00;16.11;32.33.00;28.42.00;22.41;25.4;27.37.00;27.39.00;49.12.00;26.03.00;55.16.00;24.44.00;53.41.00;28.09.00;54.2;26.05.00;58.06.00;19.4;39.03.00;33.09.00;20.19;25.15.00;29.43.00;30.6;69.12.00;20.3
426;Rice ball;Asian;3;Transformed;Savory;;Food;50.57.00;89.44.00;143.18.00;13.35;51.13.00;161.13.00;67.53.00;0.11;55.09.00;15.53;10.19;10.34;32.47.00;7.30;17.46;21.36;81.53.00;1020;135.58.00;65.37.00;61.03.00;40.00.00;48.14.00;28.15.00;34.58.00;28.21.00;46.22.00;27.34.00;64.06.00;22.08;43.09.00;28.33.00;27;27.24.00;43.04.00;26.14.00;58.34.00;23.46;58.11.00;23.28;60.29.00;27.12.00;62;20.29;51.18.00;21.11;41.06.00;33.06.00;21.9;29.21.00;39.55.00;34.15.00;60.37.00;22.4
427;Rice ball, cut;Asian;4;Transformed;Savory;;Food;25.56.00;122.58.00;232.26.00;13.38;54.44.00;161.36.00;66.04.00;0.11;55.06.00;17.00;10.28;19.25;38.37.00;10.04;17.05;16.06;76.40.00;1772;163.51.00;63.38.00;57.34.00;45.29.00;57.02.00;28.41.00;47.25.00;29.28.00;55;30.12.00;69.35.00;20.39;48.34.00;29.23.00;35.26.00;28.19.00;51.56.00;30.57.00;59.01.00;24.16.00;67.46.00;19.29;77.18.00;15.39;67.05.00;18.29;57.32.00;20.28;48.23.00;33.01.00;29.53.00;30.18.00;46.07.00;33.18.00;72.37.00;19.6
428;Melon-flavored bun;Asian;1;Transformed;Sweet;;Food;34.15.00;94.23.00;168.43.00;4.24;69.03.00;164.44.00;59.26.00;0.12;42.49.00;13.36;11.32;131.34.00;22.47;5.43;5.21;11.33;34.29.00;1139;124.33.00;69.13.00;69.48.00;27.38.00;53.54.00;26.05.00;43.49.00;23.2;49.14.00;26.17.00;71.37.00;19.45;45.06.00;27.26.00;32.26.00;22.33;40.26.00;25.2;65.41.00;22.24;33.48.00;18.38;33.09.00;22.12;32.26.00;16.34;36.33.00;16.42;39.57.00;31.28.00;22.37;23.36;38;30.24.00;63.09.00;26.59.00
429;Melon-flavored bun;Asian;2;Transformed;Sweet;;Food;38.20.00;95.20.00;217.42.00;5.12;68.11.00;164.28.00;67.32.00;0.12;44.03.00;13.45;12.05;164.32.00;38.37.00;6.16;7.01;12.23;41.08.00;2059;169.19.00;74.09.00;67.45.00;24.47.00;44.24.00;26.15.00;36.28.00;22.15;39.31.00;28.28.00;57.45.00;22.33;42.9;25.18.00;33.56.00;23.12;40.03.00;27.25.00;55.31.00;21.27;30.59.00;18.41;30.18.00;20.35;28.03.00;19.25;34;16.24;39.31.00;29.26.00;29.22.00;24.03.00;32.19.00;29.19.00;57.25.00;25.15.00
430;Deep-fried curry bread (ellipse);Asian;1;Transformed;Savory;;Food;26.21.00;35.03.00;211.16.00;7.21;61.45.00;163.29.00;58.03.00;0.12;44.05.00;12.26;8.21;131.40.00;18.37;6.40;7.40;12.16;46.25.00;1386;146.17.00;99.31.00;52.10.00;15.00;40.09.00;24.02.00;32.06.00;21.06;39.38.00;24.32.00;51.53.00;22.31;34.09.00;25.35.00;26.37.00;19.54;28.03.00;26.08.00;50.33.00;25.09.00;28.3;19.2;26.53.00;19.54;24.25.00;17.49;35.27.00;19.42;33.36.00;27.02.00;20.37;20.07;31.13.00;28.05.00;52.7;22.57
431;Deep-fried curry bread (circle);Asian;1;Transformed;Savory;;Food;18.21;32.45.00;106.27.00;5.28;64.54.00;164.18.00;57.30.00;0.12;41.31.00;11.55;7.09;122.09.00;25.00.00;6.57;5.13;9.46;37.20.00;1383;56.55.00;100.13.00;54.51.00;11.36;47.22.00;24.12.00;40.8;24.07.00;47.17.00;25.06.00;53.57.00;22.48;41.31.00;24.53.00;31.28.00;22.07;46.17.00;26.28.00;48.49.00;23.11;31.53.00;21.23;30.34.00;23.27;30.37.00;19.03;34.26.00;20.1;38.27.00;26.6;32.23.00;26.14.00;37.5;29.27.00;46.49.00;24.38.00
432;Deep-fried curry bread (ellipse and circle);Asian;2;Transformed;Savory;;Food;42.31.00;82.50.00;186.35.00;9.59;55.26.00;162.18.00;64.11.00;0.12;51.31.00;15.38;12.00;152.51.00;26.07.00;7.45;11.18;15.59;66.02.00;1863;56.53.00;98.43.00;54.13.00;13.44;45.57.00;24.39.00;38.14.00;26.09.00;43.34.00;24.49.00;56.22.00;20.18;42.29.00;25.44.00;36.23.00;24.37.00;37.38.00;27.25.00;53.32.00;21.47;27.3;18.29;25.19.00;17.06;24.25.00;17.51;33.39.00;18.23;39.16.00;28.39.00;29.37.00;27.06.00;34;28.19.00;56.01.00;23.04
433;Deep-fried curry bread, cut;Asian;2;Transformed;Savory;;Food;27.21.00;43.48.00;165.51.00;6.44;61.56.00;163.54.00;61.44.00;0.11;43.51.00;12.54;9.00;151.07.00;27.47.00;6.24;7.12;12.58;45.39.00;1531;188.06.00;95.35.00;56.21.00;14.44;50.6;24.14.00;41.55.00;20.1;51.12.00;25.48.00;59;23.24;45.44.00;27.03.00;37.27.00;25.05.00;41.37.00;28.2;57.42.00;23.16;27.11.00;17.56;20.11;13.25;26.55.00;20.36;33.42.00;16.7;44.04.00;31.35.00;38.55.00;31.08.00;39.38.00;29.52.00;53.3;31.21.00
434;Deep-fried curry bread, cut ;Asian;4;Transformed;Savory;;Food;47.00.00;92.29.00;86.15.00;9.16;53.49.00;162.43.00;66.11.00;0.11;51.05.00;14.58;12.32;7.27;33.03.00;7.38;11.27;15.11;65.21.00;1902;131.45.00;95.37.00;57.23.00;13.40;50.36.00;24.06.00;42.29.00;25.44.00;49.14.00;23.15;57.21.00;22.33;47.12.00;26.23.00;39.23.00;28.58.00;45.17.00;26.33.00;54.58.00;21.8;30.56.00;19.22;27.13.00;20.05;33.37.00;21.26;30.48.00;16.47;42.12.00;27.6;27.04.00;29.08.00;41.26.00;24.46.00;54.06.00;25.31.00
435;Pickled dish (seaweed, cucumber and octopus);Asian;Complex;Transformed;Savory;;Food;41.59.00;121.11.00;169.48.00;7.21;63.11.00;163.48.00;58.24.00;0.12;44.42.00;14.34;7.35;150.44.00;49.10.00;8.38;8.28;12.52;48.04.00;2226;43.26.00;59.42.00;56.47.00;50.11.00;47.37.00;27.06.00;38.21.00;25.11.00;37.5;25.19.00;65.03.00;21.58;40.39.00;27.35.00;30.13.00;22.46;34.56.00;25.56.00;56.17.00;26.06.00;67.42.00;24.28.00;65.09.00;27.06.00;55.34.00;23.13;81.06.00;14.02;35.43.00;31.04.00;27.39.00;27.37.00;22.18;27.19.00;55.49.00;27.27.00
436;Meat and potato stew;Asian;Complex;Transformed;Savory;;Food;81.07.00;152.35.00;119.20.00;6.19;56.50.00;164.01.00;62.55.00;0.12;46.16.00;15.07;9.10;155.57.00;42.47.00;8.08;7.21;12.46;46.33.00;2107;184.55.00;65.20.00;56.00.00;45.20.00;40.42.00;23.22;36.07.00;20.7;37.6;23.27;48.07.00;24.2;35.07.00;23.16;29.02.00;18.21;30.9;25.05.00;46.19.00;21.06;42.04.00;21.26;42.9;22.8;37.08.00;19.49;46.55.00;21.26;31.49.00;26.55.00;25.21.00;21.58;26.53.00;27.03.00;43.03.00;27.36.00
437;Bibimbap bowl;Asian;Complex;Transformed;Savory;;Food;71.16.00;30.11.00;191.14.00;10.14;54.29.00;162.40.00;59.20.00;0.12;52.51.00;15.55;10.11;20.39;52.47.00;10.33;12.59;15.41;69.26.00;3739;42.09.00;62.27.00;56.07.00;48.06.00;54.35.00;27.18.00;46.15.00;27.21.00;52.51.00;27.21.00;63.37.00;25.1;52.27.00;27.26.00;42.18.00;24.46.00;52.16.00;27.19.00;62.4;26.29.00;55.24.00;22.21;56.41.00;19.47;53.7;25.41.00;55.8;21.47;46.34.00;31.1;31.25.00;27.31.00;46.54.00;32.38.00;59.14.00;28.54.00
438;Bibimbap bowl;Asian;Complex;Transformed;Savory;;Food;69.01.00;46.09.00;182.34.00;9.48;53.56.00;162.40.00;67.10.00;0.12;53.37.00;16.16;11.20;38.16.00;46.40.00;11.07;12.15;17.04;69.13.00;4146;70.33.00;63.48.00;56.06.00;46.46.00;47.36.00;27.37.00;39.51.00;26.29.00;47.53.00;28.15.00;56.55.00;26.14.00;44.29.00;29.15.00;35.26.00;25.48.00;43.22.00;30.13.00;55.35.00;28.27.00;54.07.00;20.8;59.57.00;21.55;52.18.00;20.01;50.27.00;20.29;38.16.00;30.57.00;27.59.00;26.44.00;38.31.00;33.27.00;49.32.00;29.37.00
439;Skewered rice dumplings in a sweet soy glaze;Asian;1;Transformed;Sweet;;Food;10.21;52.15.00;118.57.00;3.46;67.14.00;165.22.00;57.04.00;0.12;37.20.00;11.29;2.38;134.55.00;34.27.00;5.49;3.16;9.10;25.43.00;1410;160.54.00;99.48.00;51.13.00;15.39;40.35.00;28.45.00;23.09;25.39.00;36.17.00;25.53.00;60.21.00;21.5;36.39.00;27.06.00;24.09.00;26.36.00;32.48.00;27.03.00;52.36.00;20.41;37.07.00;22.2;30.21.00;21.53;33.19.00;22.42;46.58.00;19.55;36.59.00;32.38.00;18;25.48.00;28.01.00;30.01.00;63.06.00;22.22
440;Skewered rice dumplings in a sweet soy glaze;Asian;1;Transformed;Sweet;;Food;8.37;45.47.00;170.45.00;3.39;68.59.00;165.21.00;64.46.00;0.12;37.18.00;11.52;3.22;119.48.00;33.37.00;5.20;2.36;8.24;26.39.00;1189;41.44.00;102.43.00;50.23.00;13.34;38.05.00;28.47.00;26.4;21.12;32.02.00;27.08.00;57.03.00;27.52.00;36.8;27.09.00;29.2;24.18.00;30;22.47;52.03.00;28.35.00;33.15.00;19.51;25.23.00;15.36;29.21.00;19.51;45.19.00;18.05;35.23.00;31.03.00;20.03;22.42;25.16.00;25.11.00;61;28.32.00
441;Skewered rice dumplings in a sweet soy glaze;Asian;3;Transformed;Sweet;;Food;29.21.00;79.13.00;164.04.00;6.54;56.45.00;164.14.00;66.00.00;0.12;43.23.00;12.38;6.01;13.58;51.07.00;7.21;8.10;13.15;45.36.00;2144;96.12.00;96.41.00;52.59.00;17.00;43.09.00;30.13.00;28.25.00;22.27;30.26.00;26.12.00;73.11.00;18.28;41.11.00;30.39.00;33.26.00;26.29.00;28.19.00;28.06.00;63.16.00;24.43.00;34.38.00;19.24;30.32.00;16.07;29;21.07;43.35.00;18.35;40.19.00;33.24.00;23.31;24.36.00;29.28.00;30.05.00;69.17.00;24.51.00
442;Skewered rice dumplings in a sweet soy glaze;Asian;3;Transformed;Sweet;;Food;24.26.00;98.11.00;122.45.00;7.20;59.55.00;164.17.00;65.23.00;0.12;42.51.00;13.05;5.31;153.10.00;50.50.00;6.57;6.39;11.01;47.27.00;1756;109.11.00;101.07.00;51.17.00;14.16;40.03.00;27.36.00;26.31.00;25.09.00;36.33.00;28.13.00;56.3;20.34;36.42.00;26.35.00;23.5;22.41;33.5;26.25.00;50.48.00;22.45;33.16.00;19.25;27.12.00;21.39;31.48.00;18.08;39.31.00;16.4;34.32.00;28.54.00;16.58;17.36;28.24.00;26.41.00;57.34.00;24.34.00
